X3.3_bap_rep1	X3.3_bap_rep2	X3.3_bap_rep3
BX324155.2	3.76295062080464e-36	44.015103242109	2.01787576537848
si:ch211-157j23.2	10.3303695903559	4.93809640375378	10.0599748128532
zgc:113348	8.03013302500966	10.900740912981	11.6312544876344
ENSDARG00000091293	4.51075373639676	12.7791804728851	4.07415803464988
MCM3 (2 of 2)	5.15965788140171	22.3698227739234	36.3403082057357
bub3	6.2456590200185	13.6057986717029	5.17333749455301
ccdc88b	6.14652157524011	4.95877355451672	8.26849667951264
CCKAR	5.60126562895899	8.002290994011	16.1390443224154
eda	5.31143730846818	5.42981026065142	4.24478973886907
FP326669.1	4.46118501400756	6.59610444463998	3.66997446191435
NCSTN	8.90759854903684	9.82398534274027	5.65971965280568
npl	12.5381109122755	1.40415625923012	7.2957323649678
si:dkeyp-53d3.3	2.72999738487094	6.08151473602971	3.6257579020732
SRCIN1 (2 of 2)	5.00768017845039	7.29781768383587	6.98798510874785
tgm2b	1.04094317017304	8.46733974849545	1.06119743520739
zgc:162396	8.87280130562593	7.01713238795744	5.52706997328223
CABZ01113940.1	3.24299400621816	6.36383736282828	5.02936837630621
gadd45g	0.19827488955677	3.18110001595407	1.59179615232097
c1qtnf4	9.36848852951786	7.90746614515133	1.41492991295636
CAPN10	13.3339863186137	7.67206474400675	7.25151580512665
BX324003.2	0	3.70889128969748	2.38061957878923
aptx	2.37929867366147	4.21027943317461	3.00672606527732
unc5b	8.57538897129078	3.69568972456434	9.24126099503773
atp6ap1	6.04837550478714	8.60768239593448	6.19031836991925
CCDC138	7.38573963395016	5.89439120544409	5.08490437487071
cnksr2	4.46493736616067	4.82161200657946	3.09515918495963
dusp12	8.92237002801513	6.22185738446911	6.45561772896617
ENSDARG00000086023	11.4033837197011	6.7832279752256	7.87054764192252
RASSF8 (2 of 2)	5.95409579471315	5.71348953335535	12.4248532977192
setd7	7.13789602200419	4.86521178922392	8.04741388128713
si:dkey-37o8.1	9.51803736511698	5.34719522193889	16.9349423956351
tmed3	12.3921805972981	3.88281325514996	8.18006355983033
top1mt	4.16377267967241	5.52964066461	4.73117189712174
wu:fb52c12	6.20104716925636	10.8558312706023	6.2349770956725
BX855614.1	5.87771039350733	0.783518967881917	5.45654455980625
uqcrq	6.09695285285092	4.81843090607733	3.80262414143781
CR855997.3	9.52175501858233	4.71364172918947	6.911976842079
rbm24b	8.77366386084755	8.37377798320264	6.0576686903958
trim35-39	7.33617091156096	6.83047666606324	7.16308268544434
DACT3 (2 of 2)	7.68315196828531	15.6759462907697	20.0743181463174
tfap2a	2.08188634034609	47.603758311668	4.90803813648635
SH2B2	4.51075373639676	5.61992776806254	9.96813702358781
asb11	0	92.5770275922338	2.65299358752836
CAMTA1 (1 of 2)	7.03935340182105	6.92357062266463	3.18359230464193
CU571257.1	9.27990922257982	9.02871033925194	10.969774751705
CU929431.1	10.8059814828835	12.7711809469629	18.2636942347668
ENSDARG00000068912	8.18047496006911	6.26863826661533	5.96923557071349
foxo1b	12.4020943405523	7.20523831709514	10.0822157465664
GABRR1 (1 of 2)	2.47843611843986	6.83000885737182	8.26849667951264
htr5al	7.83279994182686	2.38582501146537	0.795898076160483
rhoaa	5.05700105700329	13.332551536719	8.44536291887725
si:ch73-299h12.8	7.38573963395016	7.90596915673859	11.0983565024846
SIMC1	8.07970174739885	7.48494121342113	8.93174507614966
wu:fk08b02	3.81679162294806	9.91754710803308	5.79276728096384
zbtb12.2	7.99137028429711	13.399354634259	12.2037704985134
zgc:92218	7.94180156190791	10.3385750513505	17.332891432245
METTL12	9.71130581305571	9.03062835518685	13.1515966783581
si:dkey-122c11.9	3.6881954868523	9.04536433346806	6.87417168355205
KLHDC8A	5.25596990807796	6.46413557447789	9.68342659246899
hmbox1b	5.89867796329415	10.0111088773274	6.76513364687398
tbc1d22b	11.1550939890537	8.09309268732421	12.571475409478
ap4b1l	5.90284173546088	4.39740764147701	6.1461018100781
aspa	7.93099558023127	13.0050853626958	15.5200124865998
grid2ipb	6.1960902976293	8.60941328819275	6.72091708703282
MDP1	9.82338069405543	5.56692502741944	6.51018096311221
MYO5B (2 of 2)	8.36571327546212	8.72304405204933	8.93223145835889
si:dkey-28b4.8	4.60989613827622	4.72486914078452	8.40114635903609
zgc:173486	4.51075373639676	5.80588177641944	4.9522546963275
CR356223.6	2.11516182307124	14.1370423745293	1.77446360378622
klhl17	6.39550526740535	7.39137944912868	8.19279792986447
ASXL2	6.2466008253727	8.23385636328577	9.19828249935833
CABZ01070258.1	0.19827488955677	92.9732616649026	4.90803813648635
FAM217B (2 of 2)	4.31247884683999	9.91754710803308	9.55422580470725
MTRF1	5.45255946179141	3.78925148985715	5.79236933134889
selj	8.62495769367997	6.7832279752256	2.25504454895799
selrc1	4.51116515641038	6.36220003190814	5.26177061423531
si:ch211-14a17.10	7.08991349955543	4.96321773758535	6.32296804944271
SMARCC2	7.63358324589612	10.7138045150753	6.80935020671513
stxbp5a	6.4439339085555	8.65783150225947	9.41812723440234
trim45	9.46762597429624	6.50254267934717	19.6763248904697
USP15	5.20833436638815	1.68411177326985	3.13937574480078
vhl	3.91592906772644	7.30207474422822	4.37743941839253
zgc:112045	10.706844029947	7.90596915673859	5.35020373391762
ticam1	9.63293766319906	12.9407616451181	10.2063758480276
si:dkey-174n20.1	8.05020835739372	5.52014414527322	5.00244049157077
si:dkey-238o14.9	3.5435539549288	7.69999293098716	8.46782493113539
ENSDARG00000087502	10.1046336253567	7.85053381130028	17.9333080961989
arhgef10lb	4.51075373639676	7.72048295807347	9.46234379424349
TAGAP (2 of 2)	0.446118501502733	19.5153000997804	2.03396174975223
ARSB	6.460242018503	5.9879529707369	4.15996026945883
baxb	7.088327299615	4.53774561119926	7.78211452224022
cdkn1c	1.28878678211901	14.9409718463116	2.21224734039092
CLPB	7.43530835633935	7.95958004858049	7.2072992452855
gpx1a	4.16682611320654	3.08753825066126	3.60099220769704
hbegfb	6.59264007572308	5.28623973254138	8.88752851630851
HELZ2 (1 of 2)	8.87542844784322	11.8367796004338	6.89849079107258
lppr4a	8.07970174739885	10.9467265202518	3.13937574480078
mef2aa	5.35342201701303	5.1464584551319	8.5780125984007
pddc1	8.79155816971571	7.53172209656771	7.03043300592089
RFK	9.03201604166264	6.1754507486758	7.03043300592089
SATB1	6.84048368766904	8.74802504337351	10.7050059921447
slc26a2	7.13789602200419	5.47336326212663	12.7349440314107
SMIM4	3.77333968080951	4.72486914078452	3.89105726112011
tmem65	10.6077065872081	8.93514857395913	18.9757135012178
ZBTB40	7.18825784385372	6.36220003190814	8.5780125984007
zgc:171318	7.42921140347324	4.77833969011903	3.58154134223205
epo	7.06626921858011	16.5398488433937	22.9413640986762
ENSDARG00000062263	12.8172323839332	13.4702276755173	6.07296762036746
C11H3orf37	8.69822026499592	6.275281151634	4.4326216855997
PIGH	6.84048368766904	5.52150079117858	5.26177061423531
ZNF32 (5 of 5)	2.38089974388536	4.16349387231125	3.13937574480078
zgc:136336	1.9827488955677	2.05835883344072	1.37071335311521
pcdh15a	4.36204756922918	13.4728474069902	2.07817830959338
ABCD4	3.76722290055887	8.93514857395913	4.64273877743944
crfb2	4.9073035155103	8.04631180517799	4.11214006032587
CST7	5.00644096028868	4.95877355451672	7.60524828287561
gpx1b	12.111572056504	9.94444611629254	11.8721905189426
lrp1ba	10.3598629752622	8.74802504337351	5.08490437487071
ndufaf6	2.47843611843986	4.39740296275987	6.0576686903958
si:dkey-240h12.4	3.91834306479519	4.77165002393111	5.57447012514179
slc30a6	3.17239823188856	4.35062208061364	3.13937574480078
zgc:113060	9.47278112078838	8.28021621790983	10.7943676609286
C7H17orf61	3.48373442068915	6.58829203739259	4.45477418181741
CT573234.2	3.50026558896757	11.7116875201363	8.23462679495663
ENSDARG00000070449	6.50455645645762	4.86175000370701	6.88067151746051
cstf2	9.43902482169387	15.0208268040412	10.3194818065878
ENSDARG00000091547	10.0295865792353	16.7280015577022	4.136671407445
DHPS (2 of 2)	9.4089366070935	14.5514742159981	8.57102638228301
zgc:113293	4.31247884683999	8.74802504337351	7.95898076160483
optn	10.067506652536	5.94117208859068	2.60877702768721
bcl11aa	7.83185813545289	7.34754576163834	9.41812723440234
clic1	8.87637025319741	6.87730433037908	6.63248396735052
kcnq5a	5.9979641139664	8.79882908206656	15.7030248255748
SLC29A2 (2 of 3)	5.21824811066203	7.11069415325025	9.99294251625833
sts	5.80077973667747	6.73644709207901	7.74638754144157
wu:fb55g09	3.02369206472098	2.38582501146537	3.09515918495963
C11H19orf25 (1 of 2)	4.47348301376351	5.87848570593453	8.97582898709942
diaph2	4.01506651250483	7.21829018328697	4.49107597741955
ptpn20	6.99082562272849	4.4909881186373	5.57128653312338
ndufa12	2.82541717516421	3.4617853118325	5.10670313875084
slc4a4a	5.10557840506707	5.94117208859068	1.72750561783875
mbnl1	3.91592906772644	6.40898091405436	8.97596163599082
MRPL21	5.65083435134819	4.02315590258899	5.9731266283873
pdzrn4	6.84231773042599	7.01713238795744	8.3230156983418
C13H10orf71	7.13839170967678	5.3330206146876	5.26177061423531
auts2	8.47947349332492	5.28623973254138	2.25504454895799
CABZ01080116.1	5.74997179612657	7.4381603312749	12.1153373847126
crlf1a	7.34246613929215	3.78925148985715	5.35020373391762
gli2b	5.15514712745626	11.4145353517177	13.7123953067803
pef1	8.57538897129078	8.42252366245302	7.38416548366985
ptprua	4.80974731255149	5.94117208859068	13.5314611445533
si:ch73-233m11.2	2.0323176179569	2.61972942519758	3.75840758159665
si:dkey-30c15.9	6.2456590200185	10.1046706356176	6.8193431496627
slc18a2	10.1154891760046	10.344048410139	12.1153373847126
SLC22A23 (2 of 3)	5.87513282026126	10.3385750513505	6.85356676655628
mogat2	8.4266828041232	0.047162614246492	2.65299358752836
fam219b	6.79483089463005	7.01713238795744	8.5780125984007
CABZ01049059.1	5.22117266568682	6.07524609836432	5.42006589803533
CU611036.2	7.43530835633935	6.97035150581122	9.68758294988611
DPY19L3	5.00986120196629	9.91754710803308	3.27202542432423
HSPA12A	19.8495965965052	12.3577315060469	23.3905601246013
OSBP2 (1 of 2)	1.38792422689739	2.10653378622763	6.89778332639743
parp3	13.4420957063909	5.00555443666295	9.95000823393531
plag1	5.30385329462384	7.62528386186052	14.9604961376562
PPM1J	5.25428457223464	3.08753825066126	2.82985982591271
si:dkey-75a21.2	0.842668280616274	6.92581610478357	3.97949038080241
si:rp71-36a1.1	4.41161629161837	6.22185738446911	6.54405084864847
si:dkey-176f19.2	0.472829102843342	5.73135982996907	2.84541521178011
si:dkey-241l7.4	2.40267032631489	1.66822030691062	1.10915471515554
RNaseP_nuc	0.551447079988577	3.98008006623913	2.78564326607156
ntpcr	6.89213429665148	6.41253626190977	3.66997446191435
CABZ01069239.1	5.88405519020973	8.47206461757921	8.00965293905731
FP103002.1	7.09259020972415	7.31152448239575	14.1193202997406
crfb5	2.61036327349272	4.91812096752851	4.11593384057758
CR450780.1	5.75354074369805	8.48909285814824	9.2513865868767
GALNTL6	4.01506651250483	5.24104940014604	3.93527382096126
CHCHD5	9.56676341907463	4.58452649334549	5.27096765893322
FAM78A (2 of 2)	8.58847511442575	4.02315590258899	7.2072992452855
fundc1	11.351237423046	8.51412063064167	9.73971427396627
lhpp	9.23053877505571	4.35062208061364	11.1876739520306
MAP7 (2 of 2)	7.68315196828531	5.9879529707369	7.428382043511
mycn	0.941805725394659	48.2802098775261	6.47175677250438
PIP4K2A (1 of 2)	9.21978236235028	10.4321368196445	9.41812723440234
SGMS2 (2 of 2)	5.40299073940222	10.0111088773274	13.4045596169858
TESPA1	5.79954051851576	8.7948059265201	9.10861131551427
tm2d1	6.59487066821019	11.8887531553534	6.2345349297604
ttc23	1.88361145078932	5.19267796724857	4.28900629871022
LONP2 (1 of 2)	5.2952283364631	4.30417802008501	5.13009369913031
ankrd49	8.72409513845836	11.4145353517177	7.70482397609272
NUDT7	7.93099558023127	5.19267796724857	5.26177061423531
si:dkey-7l6.3	2.1810237841047	8.74905422309484	7.60794549268479
C17H15orf41	3.96549779011564	9.02871033925194	5.12912093471186
crp4	4.16377267967241	9.16905298669097	9.78225060373357
fbrsl1	5.65207356950989	5.94117208859068	9.72843905055981
foxd5	0.247843611945963	9.77720446059405	1.23806367359175
ITFG1	10.1120193653557	10.0578897564725	7.16308268544434
nudt6	5.00644096028868	6.87678974051841	14.6530584013977
rrp15	2.87602188374895	7.82368158421008	4.68695533728059
spryd7a	5.86774708026223	7.67206474400675	12.8670188961307
ggh	8.20540802715758	7.22759957894711	6.42833611091289
FAM105B (2 of 2)	8.56260024096331	9.16778990312412	10.9510269319321
GAB2	6.20803635952522	8.23614862657396	8.88752851630851
PTX4	7.59556403567268	6.41903880442106	1.71457669590118
MRPS17	5.01521462434329	6.45931714405599	7.47259860335215
klf3	4.07262571267068	5.01715609561127	7.34658140858907
si:ch211-113g11.6	7.63358324589612	3.88281325514996	8.57832211444114
EPS8L2 (1 of 2)	7.83988826901838	7.85918827459237	17.0688301412809
RPS27L	4.80816607073191	3.50856619397872	3.72037691868
ier5	0.346981056724348	23.4653374909966	1.76866239168557
mesdc2	5.15514712745626	4.49096472805268	5.26177061423531
ptprea	5.5516969065698	9.30939563513037	9.86210571177911
si:ch73-126i7.1	6.1464720062689	6.50254267934717	7.82633108208137
si:dkey-32e23.4	8.97193875040432	10.24702486133	5.74943505196662
styxl1	9.96331319818817	3.04075736851504	5.79343052934186
swsap1	5.97417112709722	5.3330206146876	5.98851399095323
ttll11	5.05888466873145	4.21027943317461	4.20056875808438
kmo	6.90725275740849	6.36117085218681	6.57951252872356
nme7	4.85708544245357	4.55292600758726	5.61214263379708
si:dkey-56p7.9	8.69167719444821	6.06434615195293	8.98838648998451
zgc:174315	5.35371942880077	11.8812682182915	9.37391067456118
MLF1IP (2 of 2)	8.15802032930406	7.88276583884193	14.4536859246556
arid5a	9.21978236235028	5.80082944115165	7.03043300592089
GRIN2B (1 of 2)	3.61851673339129	5.23945884939479	6.89778332639743
HS2ST1	1.9827488955677	7.39137944912868	22.2851461285725
ENSDARG00000090725	11.3513861258806	8.7948059265201	5.96923557071349
aaas	6.24669996229535	9.12227210454475	3.89105726112011
arrb2b	7.83379131615227	13.9407030156239	17.2483051568801
asphd2	8.3114355242624	7.01905040389235	6.32398503015829
ATP6V0E2	5.05957863024936	4.30384119746706	3.85047530207678
mrpl11	3.02369206472098	7.53799073423311	5.43863685359992
nelfb	17.7456026071728	11.053340158739	10.8816069337265
phf2	5.10676805425756	7.65152793675156	5.54077710675456
ptprfa	6.29735919695238	5.05256922365506	1.41492991295636
SEC16B	5.74997179612657	5.42761155970174	4.4669337360678
sept5a	5.35342201701303	5.75404855800506	6.85356676655628
si:ch73-44m9.1	4.23362988061397	4.53774561119926	3.27202542432423
zgc:172112	5.40299073940222	4.58452649334549	11.6840932714885
PDE1C (1 of 2)	6.61742443691767	9.78824474851246	9.94872595445667
pm20d1.2	7.71021649093824	7.98451425873541	8.62200807479568
MRPL32	5.10557840506707	5.00555443666295	6.80935020671513
rab14l	6.2456590200185	10.2071675532187	4.42165597823368
si:ch211-125e6.12	4.37111864507152	3.68265657024	5.79612773915104
bcmo1	11.0042563683612	11.2298912050958	5.12912093471186
epb4.1l4	11.7641944541286	6.69102285583815	11.6731275670632
BX936350.2	2.61247490065288	7.80735505617799	3.00783590149122
si:dkey-8e10.2	1.4377953181754	10.1991212401251	24.8061975022328
SLC44A4	5.20645075465998	3.27466178124688	2.87494303086315
ANAPC15	5.94824668568334	6.87678974051841	5.70393621264683
cnbp	5.10557840506707	10.3853559304957	8.35692979919494
eif2ak4	5.70040307373738	4.49096472805268	4.9522546963275
impdh1a	8.4266828041232	6.50254267934717	2.12239486943454
METTL10	5.10557840506707	4.86521178922392	4.55430565775714
mrpl41	2.0323176179569	4.44418384590645	4.24478973886907
ORC2	5.05600968267787	3.83603237200337	6.2345349297604
ptpmt1	6.59521764998891	4.81843090607733	7.2957323649678
sdr42e1	7.24065198332527	5.42658237998041	8.4895794787184
si:ch211-196l7.4	5.91270591178332	8.46733974849545	5.43863685359992
si:dkey-71l1.7	9.93044913445687	9.73042357844783	5.96923557071349
sirt2	7.339690291181	5.09911620195576	7.03043300592089
spo11	8.17883919217724	3.4617853118325	1.85709551136788
tescb	6.84266471220471	7.11069415325025	16.6302018662451
vasna	3.27153567666694	14.9264229867052	6.94199988623858
zgc:136493	14.7165075521234	10.2917941722054	2.96250950543617
si:ch211-286l10.2	2.01468106610741	9.488987442483	5.20353740488139
eef2a.1	18.5683938384282	12.7482115369132	13.3728563447129
ANO1 (3 of 3)	9.81649064172899	7.77891228033727	5.97409939280575
ssr3	6.30667811663102	4.12412308175774	6.58627766237533
si:dkey-19n13.5	7.55927973128354	11.8671403932098	8.2709728068559
aanat1	13.1371984920747	19.5853310819929	31.0399365347238
guk1a	7.83641845836955	9.96568463608466	8.79909539760646
fam60a	12.1443369853522	8.28021621790983	7.69368140255791
bola1	3.17299801358488	6.6428853267862	13.3091844945422
FBXO41	10.4661383172231	13.7535794790361	14.2843807260147
gla	8.13363251783963	5.61370591056603	7.10409779413788
myca	8.03013302500966	6.17507650132252	12.0721820160027
psmg2	3.91592906772644	3.13431913280748	5.75611175302413
ptk6a	3.61851673339129	15.4844721374533	7.2957323649678
ptprga	4.26305883034466	8.1398735704708	28.7407638575387
slc1a4	22.6059645445507	7.11331388272247	17.5097576794516
azi1	4.70378921180242	3.95910351759356	4.49470173535005
VKORC1	22.8318987793161	15.241351889399	11.9250735220346
acy1	6.67660949179301	10.0635970211072	9.17387495826328
zgc:158320	3.02369206472098	3.74247060671056	3.49310822254974
C8H1orf228	10.3599621172837	7.9995309220314	1.63844904415178
lrwd1	10.1120193653557	42.4660011029982	2.4319107883226
cept1b	32.4859031533037	14.0342647739142	25.1215500115526
dcbld2	6.69326458249946	9.40295739942281	13.6674270669471
DGKA (1 of 2)	7.33617091156096	8.6544632780807	9.86029283085335
ENSDARG00000089414	10.0656230408079	6.32870491979927	8.5780125984007
lmna	10.2111568060551	6.64354025915426	15.9195533177485
raver2	4.41168073087304	11.0870691776945	25.1176147346409
si:ch211-207d6.2	2.91915162961416	3.3214426633931	3.71455801888419
si:ch73-61d6.3	4.11420395728322	3.92959413729618	8.93417698719579
slc45a4	5.6022570032844	3.36822354653969	5.92501901087234
lrrc31	6.99603033921161	9.68364269530124	11.8156375347613
CABZ01083509.1	4.87473190748543	4.47135418274676	3.97882271050061
si:dkey-42p8.3	9.38747334963409	12.7995301614655	5.96958930305107
FCHSD2 (3 of 5)	4.97288293503948	6.41328475561596	7.00779412749395
timm8a	3.27153567666694	3.89472834513125	5.66126723202763
si:dkeyp-2e4.6	7.03702367241128	5.41385797997261	5.37545138955947
chid1	6.64220879811227	6.40898091405436	5.65971965280568
SLC16A1 (2 of 2)	12.739161651983	17.6923894496539	14.3750246644747
FP085428.1	8.3389461656167	3.43527926379417	6.04515540380783
kctd7	7.53444580111773	7.67206474400675	2.65435987865773
cyr61	4.75859734834272	9.16905298669097	5.30806535278502
ADAMTS16	7.13789602200419	7.71893918849147	8.35692979919494
CCDC142	6.04738413046173	3.74247528542771	4.06792350048472
cdc26	5.05600968267787	5.23945884939479	4.74465794812816
csrnp1a	2.52800484082905	17.0750221484314	8.97596163599082
CU633988.1	9.21978236235028	9.12933601808595	8.5780125984007
eef1db	4.17075195573912	12.163029468058	4.64273877743944
gdf5	4.31370319471824	4.91199267137014	20.3042442539625
jund	4.46118501400756	6.78987086024428	4.33322285855138
mamdc1	4.51172032623656	6.54937034266265	7.07464956576204
mlh1	10.7074388616806	7.57850297871394	6.5922468987577
NINL	6.65137901189704	6.45576179720095	5.04068781502955
SCO1	4.46118501400756	4.35062208061364	3.58154134223205
si:dkey-222b8.4	3.22196695427775	5.61370591056603	8.18355666886943
ZBTB26	3.91592906772644	8.68660174528458	6.5477208228761
MYBBP1A (2 of 2)	5.15326351572809	4.28032444853744	5.2987798745126
nfe2	0.373211337303723	17.3216977413399	3.28096159120262
PCSK5 (2 of 2)	8.08267587037509	7.60970582753462	6.02463892038659
manea	5.40299073940222	13.0603335794556	4.55801984926216
UHRF2 (3 of 3)	3.81679162294806	9.07549122139816	11.0689524933466
epdr1	7.7822894130637	8.18665445261702	5.39442029375877
NFATC2 (1 of 2)	7.23703346678258	6.59610444463998	11.1447838889454
ZNF512B	6.94437973022917	10.7128221145225	6.1461018100781
ccdc58	5.40571701854216	9.77720446059405	8.5780125984007
cep72	4.60989118117514	4.25706031532083	4.64273877743944
cln6a	11.755024235245	3.74247060671056	3.7141910217555
fbxl8	6.74134624289065	5.14589708410198	6.98621644607974
FDXACB1	11.3036514554263	31.5867793878215	71.0723716985916
jag1a	5.84910924090496	9.02871033925194	5.74815277248799
NRG3 (1 of 2)	5.79954051851576	8.18665445261702	6.32371973041499
prnprs3	11.2558176327528	9.96432799117967	11.7173883383002
slc6a4a	4.86020331524237	6.59610444463998	9.73188794232153
zbtb37	6.93962113244742	7.86447451470605	9.99294251625833
zgc:165627	3.66808545578048	4.6780882586383	6.01345213055465
ZNF32 (3 of 5)	4.26586937714357	5.14589708410198	6.19031836991925
si:dkey-253d23.5	5.39109424545775	4.5737201092726	7.06589468697623
si:dkey-234l24.9	5.26533839672781	4.76205994325619	6.48289934603919
si:ch211-9f20.4	4.26869479422594	6.13971015444799	5.68527682448797
BIN3 (2 of 2)	7.9819026587246	7.1374060368327	6.89915403945059
LPHN3 (1 of 2)	2.42886739605067	4.30527737055985	6.01345213055465
spata18	11.7516039986662	8.7948059265201	20.83745174437
ERMP1 (2 of 2)	5.50212818418061	9.40295739942281	7.2072992452855
KIF1A (2 of 2)	4.21388665768563	7.29781768383587	9.28547755487888
PSME4 (2 of 4)	7.27772938819451	4.18690302575202	7.9735722259211
zfhx4	2.13145506171551	5.3330206146876	5.88080245103119
acn9	7.00782769521366	5.42658237998041	6.89778332639743
bag3	10.3598629752622	5.00555443666295	4.73117189712174
BX000701.1	4.06463523489402	11.1338500568396	9.02017819583197
drd4-rs	4.11420395728322	5.56692502741944	5.74815277248799
FUZ	22.5133701693003	6.6428853267862	27.0966595188898
MPLKIP	2.43032967356306	41.1741470270196	6.19031836991925
onecut1	9.7650383086314	8.70124416122729	9.94872595445667
rhbdd2	8.0321653426317	33.546711246379	19.6516962649482
slc25a15b	4.51075373639676	5.52014414527322	14.0805423807162
soat1	7.18746474439339	4.21027943317461	4.90803813648635
st3gal1	3.62206585357824	6.17507650132252	4.7753884569629
zbtb8os	6.14652157524011	3.69568972456434	6.36718460928386
JMJD4	8.73916403024415	6.50254267934717	9.86029283085335
ORAI2	3.76721794345779	8.51412063064167	11.6731717863011
THAP6 (1 of 2)	4.11420395728322	6.87678974051841	3.93527382096126
ak3	14.2922488608695	15.9522809589155	21.7546358450334
C1H15orf23	4.26291012445079	3.4617853118325	4.73117189712174
CHST3 (1 of 2)	9.36848852951786	4.86521178922392	3.58154134223205
fam184a	5.85282689437031	6.17507650132252	8.18430834984171
gtf3c3	8.17883919217724	5.80082944115165	5.96923557071349
ift46	4.80816607073191	6.41075858748188	6.80935020671513
plp2	8.97193875040432	5.9879529707369	4.90803813648635
si:ch211-37p17.5	4.01506651250483	6.08151473602971	5.75169009684397
si:dkey-117m1.3	7.3944141610821	8.42547085810926	15.8295283996063
si:dkey-20f20.4	4.32633330494968	4.30384119746706	4.8638215766452
ZCCHC4	6.25210295364356	5.53282176411176	4.90803813648635
henmt1	5.10557840506707	4.08760124580482	3.19985515518447
CABZ01017723.1	1.16908823148612	11.478812282124	6.44040723158876
CABZ01022575.2	4.55418585115078	7.81259451512242	6.66732661730523
si:dkey-43f9.4	1.99159195495828	13.4263939880269	5.63584271021699
pfdn6	5.00644096028868	7.48826265643065	4.7753884569629
CT955987.1	3.70676392985383	6.44219534114846	9.29763710912927
nanp	5.15514712745626	6.92357062266463	12.2933532536842
zgc:112374	4.42083111727328	3.60212795927153	4.59852221759829
ccne2	3.42024184383452	28.7374961766245	2.56590907226052
cebpb	5.70040307373738	29.8840956023999	2.07817830959338
NEK11	4.51075373639676	5.94117208859068	6.41140116912501
pi15a	7.38573963395016	7.06391327010367	7.56103172303446
rab9b	4.7664143357399	8.19236172025286	6.28326157837599
runx2b	10.6077065872081	7.67206474400675	10.0863721000625
si:dkey-157g16.6	3.02472805091653	3.50856619397872	14.6356812897768
SPSB3	22.8083536403623	30.381002143075	33.0784525964094
tlr7	10.8627376693869	8.98192945610535	8.04741388128713
VDR (1 of 2)	5.30385329462384	5.66048679271225	6.41140116912501
ZMIZ1 (2 of 2)	3.96549779011564	6.68966620993279	5.83658589119004
plce1	6.87523136210873	6.53776868371432	8.33070937913464
CACNA2D2 (1 of 3)	3.96838764645267	6.12946514040465	3.69664589075407
BX324142.2	5.52076602353788	6.65794877125144	7.51902599177352
CAMKMT (1 of 2)	5.74308174380013	5.7612995952229	5.81624627393758
trpc6b	5.35342201701303	6.36220003190814	10.1257690590098
si:ch211-132b12.7	13.7801048160374	5.52014414527322	14.233310594046
CABZ01103841.1	2.8749858975534	3.0244121276151	2.78564326607156
chmp5a	5.50212818418061	5.66048679271225	13.9355120634962
efcab4a	17.8943087763799	11.6536324432251	16.8022927200327
EML6	5.01144740088695	3.36822354653969	0.972764315525091
kif16bb	3.96723765203124	2.43260589461196	3.97949038080241
metrn	6.49350263094469	8.98192945610535	12.2073962603649
PXN (3 of 3)	6.14840518594851	8.46733974849545	15.0826222718047
si:rp71-36a1.3	11.4172133892461	13.1471588953905	6.01345213055465
UNC5D (3 of 3)	4.77421149575255	2.23423623956344	8.32244088255805
zgc:66447	6.59288791955937	5.47336326212663	14.8125475271809
si:dkey-153k10.7	3.69182391657738	3.86005903307687	4.16605331088501
CCDC96	8.33978883404824	7.3270557355524	8.162155853624
CABZ01079809.1	6.05561253787253	8.15835201828332	5.45941863676447
CABZ01067743.1	6.85238018161352	7.43081573271893	4.9200208235877
ZBTB49	6.28288512976183	6.50221521316314	5.7698631027936
dclre1c	7.38573963395016	6.59844348909742	4.8638215766452
CR354540.2	7.58401452350693	6.83000885737182	6.45561772896617
uhrf1bp1	10.2627082811741	1.82445442070888	29.12478467723
st5	8.4266828041232	5.75404855800506	6.0576686903958
C10H5orf28	6.49350263094469	7.9995309220314	11.4520889870953
cep76	9.61633214146382	6.03473385388349	3.71873206301621
CR944667.4	6.44641234487891	10.7128221145225	11.2310061878896
esrrb	7.08946738085405	6.26863826661533	9.41812723440234
rpp14	7.28660218917177	3.60212795927153	6.80935020671513
TAMM41	3.17239823188856	2.33904412931915	6.1461018100781
UBE2QL1	12.3947581674849	9.40581103374092	5.96923557071349
zgc:85858	9.41805725190705	6.03473385388349	11.719201219226
flh	0.148706167167578	16.7212651053432	1.45914647279751
slc25a32b	8.77366386084755	5.10028572418448	3.7141910217555
GLT1D1	7.7417421985654	14.1746074213532	11.8590139800557
cbsa	7.48487707872854	5.61370591056603	8.44536291887725
SHISA2	4.80816607073191	2.38582501146537	2.65299358752836
CU570781.1	8.12991486335451	10.1982324039115	8.35883111173471
ARHGEF40	5.35342201701303	5.38022252535635	10.1313403398957
AADAT	5.35342201701303	8.7990162057432	3.27202542432423
ARAP1 (1 of 4)	5.03206798991482	6.66861481281694	11.0997714396769
C15H11orf53 (2 of 2)	4.46118501400756	6.31541914876155	12.6956355109392
CCDC172	5.79954051851576	4.72486914078452	4.28900629871022
cnih2	2.78066653271035	2.38582501146537	1.72444583184442
dcun1d2	2.97412334233179	8.09458967573696	4.11214006032587
DHDH (1 of 2)	2.1810237841047	3.5085708716955	1.10541399504855
fam199x	4.56032245878595	7.93951105001671	16.8022927200327
grhl2a	6.14652157524011	6.22185738446911	3.97949038080241
